token	modality	description	chapter
DI34	diag	Nonrheumatic mitral valve disorders	Diseases of the circulatory system
DI35	diag	Nonrheumatic aortic valve disorders	Diseases of the circulatory system
DI37	diag	Pulmonary valve disorders	Diseases of the circulatory system
DI40	diag	Acute myocarditis	Diseases of the circulatory system
DI42	diag	Cardiomyopathy	Diseases of the circulatory system
DI44	diag	Atrioventricular and left bundle-branch block	Diseases of the circulatory system
DI45	diag	Other conduction disorders	Diseases of the circulatory system
DI46	diag	Cardiac arrest	Diseases of the circulatory system
DI47	diag	Paroxysmal tachycardia	Diseases of the circulatory system
DI48	diag	Atrial fibrillation and flutter	Diseases of the circulatory system
DI49	diag	Other cardiac arrhythmias	Diseases of the circulatory system
DI50	diag	Heart failure	Diseases of the circulatory system
DI51	diag	Complications and ill-defined descriptions of heart disease	Diseases of the circulatory system
DI60	diag	Subarachnoid haemorrhage	Diseases of the circulatory system
DI61	diag	Intracerebral haemorrhage	Diseases of the circulatory system
DI63	diag	Cerebral infarction	Diseases of the circulatory system
DI64	diag	Stroke, not specified as haemorrhage or infarction	Diseases of the circulatory system
DI67	diag	Other cerebrovascular diseases	Diseases of the circulatory system
DI69	diag	Sequelae of cerebrovascular disease	Diseases of the circulatory system
DI70	diag	Atherosclerosis	Diseases of the circulatory system
DI71	diag	Aortic aneurysm and dissection	Diseases of the circulatory system
DI72	diag	Other aneurysm	Diseases of the circulatory system
DI73	diag	Other peripheral vascular diseases	Diseases of the circulatory system
DI74	diag	Arterial embolism and thrombosis	Diseases of the circulatory system
DI77	diag	Other disorders of arteries and arterioles	Diseases of the circulatory system
DI78	diag	Diseases of capillaries	Diseases of the circulatory system
DI80	diag	Phlebitis and thrombophlebitis	Diseases of the circulatory system
DI81	diag	Portal vein thrombosis	Diseases of the circulatory system
DI82	diag	Other venous embolism and thrombosis	Diseases of the circulatory system
DI83	diag	Varicose veins of lower extremities	Diseases of the circulatory system
DI84	diag	Haemorrhoids	Diseases of the circulatory system
DI85	diag	Oesophageal varices	Diseases of the circulatory system
DI86	diag	Varicose veins of other sites	Diseases of the circulatory system
DI87	diag	Other disorders of veins	Diseases of the circulatory system
DI88	diag	Nonspecific lymphadenitis	Diseases of the circulatory system
DI89	diag	Other noninfective disorders of lymphatic vessels and lymph nodes	Diseases of the circulatory system
DI95	diag	Hypotension	Diseases of the circulatory system
DI99	diag	Other and unspecified disorders of circulatory system	Diseases of the circulatory system
DJ00	diag	Acute nasopharyngitis [common cold]	Diseases of the respiratory system
DJ01	diag	Acute sinusitis	Diseases of the respiratory system
DJ02	diag	Acute pharyngitis	Diseases of the respiratory system
DJ03	diag	Acute tonsillitis	Diseases of the respiratory system
DJ04	diag	Acute laryngitis and tracheitis	Diseases of the respiratory system
DJ05	diag	Acute obstructive laryngitis [croup] and epiglottitis	Diseases of the respiratory system
DJ06	diag	Acute upper respiratory infections of multiple and unspecified sites	Diseases of the respiratory system
DJ09	diag	Influenza due to identified avian influenza virus	Diseases of the respiratory system
DJ10	diag	Influenza due to other identified influenza virus	Diseases of the respiratory system
DJ11	diag	Influenza, virus not identified	Diseases of the respiratory system
DJ12	diag	Viral pneumonia, not elsewhere classified	Diseases of the respiratory system
DJ13	diag	Pneumonia due to Streptococcus pneumoniae	Diseases of the respiratory system
DJ14	diag	Pneumonia due to Haemophilus influenzae	Diseases of the respiratory system
DJ15	diag	Bacterial pneumonia, not elsewhere classified	Diseases of the respiratory system
DJ16	diag	Pneumonia due to other infectious organisms, not elsewhere classified	Diseases of the respiratory system
DJ17	diag	Pneumonia in diseases classified elsewhere	Diseases of the respiratory system
DJ18	diag	Pneumonia, organism unspecified	Diseases of the respiratory system
DJ20	diag	Acute bronchitis	Diseases of the respiratory system
DJ21	diag	Acute bronchiolitis	Diseases of the respiratory system
DJ22	diag	Unspecified acute lower respiratory infection	Diseases of the respiratory system
DJ30	diag	Vasomotor and allergic rhinitis	Diseases of the respiratory system
DJ31	diag	Chronic rhinitis, nasopharyngitis and pharyngitis	Diseases of the respiratory system
DJ32	diag	Chronic sinusitis	Diseases of the respiratory system
DJ33	diag	Nasal polyp	Diseases of the respiratory system
DJ34	diag	Other disorders of nose and nasal sinuses	Diseases of the respiratory system
DJ35	diag	Chronic diseases of tonsils and adenoids	Diseases of the respiratory system
DJ36	diag	Peritonsillar abscess	Diseases of the respiratory system
DJ37	diag	Chronic laryngitis and laryngotracheitis	Diseases of the respiratory system
DJ38	diag	Diseases of vocal cords and larynx, not elsewhere classified	Diseases of the respiratory system
DJ39	diag	Other diseases of upper respiratory tract	Diseases of the respiratory system
DJ40	diag	Bronchitis, not specified as acute or chronic	Diseases of the respiratory system
DJ42	diag	Unspecified chronic bronchitis	Diseases of the respiratory system
DJ43	diag	Emphysema	Diseases of the respiratory system
DJ44	diag	Other chronic obstructive pulmonary disease	Diseases of the respiratory system
DJ45	diag	Asthma	Diseases of the respiratory system
DJ46	diag	Status asthmaticus	Diseases of the respiratory system
DJ47	diag	Bronchiectasis	Diseases of the respiratory system
DJ68	diag	Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours	Diseases of the respiratory system
DJ69	diag	Pneumonitis due to solids and liquids	Diseases of the respiratory system
DJ84	diag	Other interstitial pulmonary diseases	Diseases of the respiratory system
DJ85	diag	Abscess of lung and mediastinum	Diseases of the respiratory system
DJ86	diag	Pyothorax	Diseases of the respiratory system
DJ90	diag	Pleural effusion, not elsewhere classified	Diseases of the respiratory system
DJ91	diag	Pleural effusion in conditions classified elsewhere	Diseases of the respiratory system
DJ93	diag	Pneumothorax	Diseases of the respiratory system
DJ94	diag	Other pleural conditions	Diseases of the respiratory system
DJ95	diag	Postprocedural respiratory disorders, not elsewhere classified	Diseases of the respiratory system
DJ96	diag	Respiratory failure, not elsewhere classified	Diseases of the respiratory system
DJ98	diag	Other respiratory disorders	Diseases of the respiratory system
DJ99	diag	Respiratory disorders in diseases classified elsewhere	Diseases of the respiratory system
DK00	diag	Disorders of tooth development and eruption	Diseases of the digestive system
DK01	diag	Embedded and impacted teeth	Diseases of the digestive system
DK02	diag	Dental caries	Diseases of the digestive system
DK03	diag	Other diseases of hard tissues of teeth	Diseases of the digestive system
DK04	diag	Diseases of pulp and periapical tissues	Diseases of the digestive system
DK05	diag	Gingivitis and periodontal diseases	Diseases of the digestive system
DK06	diag	Other disorders of gingiva and edentulous alveolar ridge	Diseases of the digestive system
DK07	diag	Dentofacial anomalies [including malocclusion]	Diseases of the digestive system
DK08	diag	Other disorders of teeth and supporting structures	Diseases of the digestive system
DK09	diag	Cysts of oral region, not elsewhere classified	Diseases of the digestive system
DK10	diag	Other diseases of jaws	Diseases of the digestive system
DK11	diag	Diseases of salivary glands	Diseases of the digestive system
DK12	diag	Stomatitis and related lesions	Diseases of the digestive system
DK13	diag	Other diseases of lip and oral mucosa	Diseases of the digestive system
DK14	diag	Diseases of tongue	Diseases of the digestive system
DK20	diag	Oesophagitis	Diseases of the digestive system
DK21	diag	Gastro-oesophageal reflux disease	Diseases of the digestive system
DK22	diag	Other diseases of oesophagus	Diseases of the digestive system
DK25	diag	Gastric ulcer	Diseases of the digestive system
DK26	diag	Duodenal ulcer	Diseases of the digestive system
DK27	diag	Peptic ulcer, site unspecified	Diseases of the digestive system
DK29	diag	Gastritis and duodenitis	Diseases of the digestive system
DK30	diag	Dyspepsia	Diseases of the digestive system
DK31	diag	Other diseases of stomach and duodenum	Diseases of the digestive system
DK35	diag	Acute appendicitis	Diseases of the digestive system
DK37	diag	Unspecified appendicitis	Diseases of the digestive system
DK40	diag	Inguinal hernia	Diseases of the digestive system
DK41	diag	Femoral hernia	Diseases of the digestive system
DK42	diag	Umbilical hernia	Diseases of the digestive system
DK43	diag	Ventral hernia	Diseases of the digestive system
DK44	diag	Diaphragmatic hernia	Diseases of the digestive system
DK45	diag	Other abdominal hernia	Diseases of the digestive system
DK46	diag	Unspecified abdominal hernia	Diseases of the digestive system
DK50	diag	Crohn's disease [regional enteritis]	Diseases of the digestive system
DK51	diag	Ulcerative colitis	Diseases of the digestive system
DK52	diag	Other noninfective gastroenteritis and colitis	Diseases of the digestive system
DK56	diag	Paralytic ileus and intestinal obstruction without hernia	Diseases of the digestive system
DK57	diag	Diverticular disease of intestine	Diseases of the digestive system
DK58	diag	Irritable bowel syndrome	Diseases of the digestive system
DK59	diag	Other functional intestinal disorders	Diseases of the digestive system
DK60	diag	Fissure and fistula of anal and rectal regions	Diseases of the digestive system
DK61	diag	Abscess of anal and rectal regions	Diseases of the digestive system
DK62	diag	Other diseases of anus and rectum	Diseases of the digestive system
DK63	diag	Other diseases of intestine	Diseases of the digestive system
DK64	diag	Haemorrhoids and perianal venous thrombosis	Diseases of the digestive system
DK65	diag	Peritonitis	Diseases of the digestive system
DK66	diag	Other disorders of peritoneum	Diseases of the digestive system
DK70	diag	Alcoholic liver disease	Diseases of the digestive system
DK71	diag	Toxic liver disease	Diseases of the digestive system
DK72	diag	Hepatic failure, not elsewhere classified	Diseases of the digestive system
DK73	diag	Chronic hepatitis, not elsewhere classified	Diseases of the digestive system
DK74	diag	Fibrosis and cirrhosis of liver	Diseases of the digestive system
DK75	diag	Other inflammatory liver diseases	Diseases of the digestive system
DK76	diag	Other diseases of liver	Diseases of the digestive system
DK80	diag	Cholelithiasis	Diseases of the digestive system
DK81	diag	Cholecystitis	Diseases of the digestive system
DK82	diag	Other diseases of gallbladder	Diseases of the digestive system
DK83	diag	Other diseases of biliary tract	Diseases of the digestive system
DK85	diag	Acute pancreatitis	Diseases of the digestive system
DK86	diag	Other diseases of pancreas	Diseases of the digestive system
DK90	diag	Intestinal malabsorption	Diseases of the digestive system
DK91	diag	Postprocedural disorders of digestive system, not elsewhere classified	Diseases of the digestive system
DK92	diag	Other diseases of digestive system	Diseases of the digestive system
DL00	diag	Staphylococcal scalded skin syndrome	Diseases of the skin and subcutaneous tissue
DL01	diag	Impetigo	Diseases of the skin and subcutaneous tissue
DL02	diag	Cutaneous abscess, furuncle and carbuncle	Diseases of the skin and subcutaneous tissue
DL03	diag	Cellulitis	Diseases of the skin and subcutaneous tissue
DL04	diag	Acute lymphadenitis	Diseases of the skin and subcutaneous tissue
DL05	diag	Pilonidal cyst	Diseases of the skin and subcutaneous tissue
DL08	diag	Other local infections of skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue
DL20	diag	Atopic dermatitis	Diseases of the skin and subcutaneous tissue
DL21	diag	Seborrhoeic dermatitis	Diseases of the skin and subcutaneous tissue
DL22	diag	Diaper [napkin] dermatitis	Diseases of the skin and subcutaneous tissue
DL23	diag	Allergic contact dermatitis	Diseases of the skin and subcutaneous tissue
